	included_in_Bacdive	Physiology_and_metabolism_oxygen_tolerance_oxygen_tolerance	Morphology_cell_morphology_gram_stain	Physiology_and_metabolism_antibiotic_resistance_is_resistant	Morphology_cell_morphology_motility
ASV6594	unknown	unknown	unknown	unknown	unknown
ASV6595	unknown	unknown	unknown	unknown	unknown
ASV6596	unknown	unknown	unknown	unknown	unknown
ASV6597	unknown	unknown	unknown	unknown	unknown
ASV6598	unknown	unknown	unknown	unknown	unknown
ASV6599	unknown	unknown	unknown	unknown	unknown
ASV6600	unknown	unknown	unknown	unknown	unknown
ASV6601	unknown	unknown	unknown	unknown	unknown
ASV6602	unknown	unknown	unknown	unknown	unknown
ASV6603	unknown	unknown	unknown	unknown	unknown
ASV6604	unknown	unknown	unknown	unknown	unknown
ASV6605	unknown	unknown	unknown	unknown	unknown
ASV6606	unknown	unknown	unknown	unknown	unknown
ASV6607	unknown	unknown	unknown	unknown	unknown
ASV6608	unknown	unknown	unknown	unknown	unknown
ASV6609	unknown	unknown	unknown	unknown	unknown
ASV6610	yes	anaerobe	unknown	unknown	unknown
ASV6611	unknown	unknown	unknown	unknown	unknown
ASV6612	unknown	unknown	unknown	unknown	unknown
ASV6613	unknown	unknown	unknown	unknown	unknown
ASV6614	unknown	unknown	unknown	unknown	unknown
ASV6615	unknown	unknown	unknown	unknown	unknown
ASV6616	unknown	unknown	unknown	unknown	unknown
ASV6617	unknown	unknown	unknown	unknown	unknown
ASV6618	unknown	unknown	unknown	unknown	unknown
ASV6619	unknown	unknown	unknown	unknown	unknown
ASV6620	unknown	unknown	unknown	unknown	unknown
ASV6621	unknown	unknown	unknown	unknown	unknown
ASV6622	unknown	unknown	unknown	unknown	unknown
ASV6623	unknown	unknown	unknown	unknown	unknown
ASV6624	unknown	unknown	unknown	unknown	unknown
ASV6625	unknown	unknown	unknown	unknown	unknown
ASV6626	unknown	unknown	unknown	unknown	unknown
ASV6627	unknown	unknown	unknown	unknown	unknown
ASV6628	unknown	unknown	unknown	unknown	unknown
ASV6629	unknown	unknown	unknown	unknown	unknown
ASV6630	unknown	unknown	unknown	unknown	unknown
ASV6631	unknown	unknown	unknown	unknown	unknown
ASV6632	unknown	unknown	unknown	unknown	unknown
ASV6633	unknown	unknown	unknown	unknown	unknown
ASV6634	unknown	unknown	unknown	unknown	unknown
ASV6635	unknown	unknown	unknown	unknown	unknown
ASV6636	unknown	unknown	unknown	unknown	unknown
ASV6637	unknown	unknown	unknown	unknown	unknown
ASV6638	unknown	unknown	unknown	unknown	unknown
ASV6639	unknown	unknown	unknown	unknown	unknown
ASV6640	unknown	unknown	unknown	unknown	unknown
ASV6641	unknown	unknown	unknown	unknown	unknown
ASV6642	unknown	unknown	unknown	unknown	unknown
ASV6643	unknown	unknown	unknown	unknown	unknown
ASV6644	unknown	unknown	unknown	unknown	unknown
ASV6645	unknown	unknown	unknown	unknown	unknown
ASV6646	unknown	unknown	unknown	unknown	unknown
ASV6647	unknown	unknown	unknown	unknown	unknown
ASV6648	unknown	unknown	unknown	unknown	unknown
ASV6649	unknown	unknown	unknown	unknown	unknown
ASV6650	unknown	unknown	unknown	unknown	unknown
ASV6651	unknown	unknown	unknown	unknown	unknown
ASV6652	unknown	unknown	unknown	unknown	unknown
ASV6653	unknown	unknown	unknown	unknown	unknown
ASV6654	unknown	unknown	unknown	unknown	unknown
ASV6655	unknown	unknown	unknown	unknown	unknown
ASV6656	yes	anaerobe	unknown	unknown	unknown
ASV6657	unknown	unknown	unknown	unknown	unknown
ASV6658	unknown	unknown	unknown	unknown	unknown
ASV6659	unknown	unknown	unknown	unknown	unknown
ASV6660	unknown	unknown	unknown	unknown	unknown
ASV6661	unknown	unknown	unknown	unknown	unknown
ASV6662	unknown	unknown	unknown	unknown	unknown
ASV6663	unknown	unknown	unknown	unknown	unknown
ASV6664	unknown	unknown	unknown	unknown	unknown
ASV6665	unknown	unknown	unknown	unknown	unknown
ASV6666	unknown	unknown	unknown	unknown	unknown
ASV6667	unknown	unknown	unknown	unknown	unknown
ASV6668	unknown	unknown	unknown	unknown	unknown
ASV6669	unknown	unknown	unknown	unknown	unknown
ASV6670	unknown	unknown	unknown	unknown	unknown
ASV6671	unknown	unknown	unknown	unknown	unknown
ASV6672	unknown	unknown	unknown	unknown	unknown
ASV6673	unknown	unknown	unknown	unknown	unknown
ASV6674	unknown	unknown	unknown	unknown	unknown
ASV6675	unknown	unknown	unknown	unknown	unknown
ASV6676	unknown	unknown	unknown	unknown	unknown
ASV6677	unknown	unknown	unknown	unknown	unknown
ASV6678	unknown	unknown	unknown	unknown	unknown
ASV6679	unknown	unknown	unknown	unknown	unknown
ASV6680	unknown	unknown	unknown	unknown	unknown
ASV6681	unknown	unknown	unknown	unknown	unknown
ASV6682	unknown	unknown	unknown	unknown	unknown
ASV6683	unknown	unknown	unknown	unknown	unknown
ASV6684	unknown	unknown	unknown	unknown	unknown
ASV6685	unknown	unknown	unknown	unknown	unknown
ASV6686	unknown	unknown	unknown	unknown	unknown
ASV6687	unknown	unknown	unknown	unknown	unknown
ASV6688	unknown	unknown	unknown	unknown	unknown
ASV6689	unknown	unknown	unknown	unknown	unknown
ASV6690	unknown	unknown	unknown	unknown	unknown
ASV6691	unknown	unknown	unknown	unknown	unknown
ASV6692	unknown	unknown	unknown	unknown	unknown
ASV6693	unknown	unknown	unknown	unknown	unknown
ASV6694	unknown	unknown	unknown	unknown	unknown
ASV6695	unknown	unknown	unknown	unknown	unknown
ASV6696	unknown	unknown	unknown	unknown	unknown
ASV6697	unknown	unknown	unknown	unknown	unknown
ASV6698	unknown	unknown	unknown	unknown	unknown
ASV6699	unknown	unknown	unknown	unknown	unknown
ASV6700	unknown	unknown	unknown	unknown	unknown
ASV6701	unknown	unknown	unknown	unknown	unknown
ASV6702	unknown	unknown	unknown	unknown	unknown
ASV6703	unknown	unknown	unknown	unknown	unknown
ASV6704	unknown	unknown	unknown	unknown	unknown
ASV6705	unknown	unknown	unknown	unknown	unknown
ASV6706	unknown	unknown	unknown	unknown	unknown
ASV6707	unknown	unknown	unknown	unknown	unknown
ASV6708	yes	unknown	unknown	unknown	unknown
ASV6709	unknown	unknown	unknown	unknown	unknown
ASV6710	unknown	unknown	unknown	unknown	unknown
ASV6711	unknown	unknown	unknown	unknown	unknown
ASV6712	unknown	unknown	unknown	unknown	unknown
ASV6713	unknown	unknown	unknown	unknown	unknown
ASV6714	unknown	unknown	unknown	unknown	unknown
ASV6715	unknown	unknown	unknown	unknown	unknown
ASV6716	unknown	unknown	unknown	unknown	unknown
ASV6717	unknown	unknown	unknown	unknown	unknown
ASV6718	unknown	unknown	unknown	unknown	unknown
ASV6719	unknown	unknown	unknown	unknown	unknown
ASV6720	unknown	unknown	unknown	unknown	unknown
ASV6721	unknown	unknown	unknown	unknown	unknown
ASV6722	unknown	unknown	unknown	unknown	unknown
ASV6723	unknown	unknown	unknown	unknown	unknown
ASV6724	unknown	unknown	unknown	unknown	unknown
ASV6725	unknown	unknown	unknown	unknown	unknown
ASV6726	unknown	unknown	unknown	unknown	unknown
ASV6727	unknown	unknown	unknown	unknown	unknown
ASV6728	unknown	unknown	unknown	unknown	unknown
ASV6729	unknown	unknown	unknown	unknown	unknown
ASV6730	unknown	unknown	unknown	unknown	unknown
ASV6731	unknown	unknown	unknown	unknown	unknown
ASV6732	unknown	unknown	unknown	unknown	unknown
ASV6733	unknown	unknown	unknown	unknown	unknown
ASV6734	unknown	unknown	unknown	unknown	unknown
ASV6735	yes	mixed	unknown	unknown	unknown
ASV6736	unknown	unknown	unknown	unknown	unknown
ASV6737	unknown	unknown	unknown	unknown	unknown
ASV6738	unknown	unknown	unknown	unknown	unknown
ASV6739	unknown	unknown	unknown	unknown	unknown
ASV6740	unknown	unknown	unknown	unknown	unknown
ASV6741	unknown	unknown	unknown	unknown	unknown
ASV6742	unknown	unknown	unknown	unknown	unknown
ASV6743	unknown	unknown	unknown	unknown	unknown
ASV6744	unknown	unknown	unknown	unknown	unknown
ASV6745	unknown	unknown	unknown	unknown	unknown
ASV6746	unknown	unknown	unknown	unknown	unknown
ASV6747	unknown	unknown	unknown	unknown	unknown
ASV6748	unknown	unknown	unknown	unknown	unknown
ASV6749	unknown	unknown	unknown	unknown	unknown
ASV6750	unknown	unknown	unknown	unknown	unknown
ASV6751	unknown	unknown	unknown	unknown	unknown
ASV6752	unknown	unknown	unknown	unknown	unknown
ASV6753	unknown	unknown	unknown	unknown	unknown
ASV6754	unknown	unknown	unknown	unknown	unknown
ASV6755	yes	mixed	unknown	unknown	unknown
ASV6756	unknown	unknown	unknown	unknown	unknown
ASV6757	unknown	unknown	unknown	unknown	unknown
ASV6758	unknown	unknown	unknown	unknown	unknown
ASV6759	unknown	unknown	unknown	unknown	unknown
ASV6760	unknown	unknown	unknown	unknown	unknown
ASV6761	unknown	unknown	unknown	unknown	unknown
ASV6762	unknown	unknown	unknown	unknown	unknown
ASV6763	unknown	unknown	unknown	unknown	unknown
ASV6764	unknown	unknown	unknown	unknown	unknown
ASV6765	unknown	unknown	unknown	unknown	unknown
ASV6766	unknown	unknown	unknown	unknown	unknown
ASV6767	unknown	unknown	unknown	unknown	unknown
ASV6768	unknown	unknown	unknown	unknown	unknown
ASV6769	unknown	unknown	unknown	unknown	unknown
ASV6770	unknown	unknown	unknown	unknown	unknown
ASV6771	unknown	unknown	unknown	unknown	unknown
ASV6772	unknown	unknown	unknown	unknown	unknown
ASV6773	unknown	unknown	unknown	unknown	unknown
ASV6774	unknown	unknown	unknown	unknown	unknown
ASV6775	unknown	unknown	unknown	unknown	unknown
ASV6776	unknown	unknown	unknown	unknown	unknown
ASV6777	unknown	unknown	unknown	unknown	unknown
ASV6778	unknown	unknown	unknown	unknown	unknown
ASV6779	unknown	unknown	unknown	unknown	unknown
ASV6780	unknown	unknown	unknown	unknown	unknown
ASV6781	unknown	unknown	unknown	unknown	unknown
ASV6782	unknown	unknown	unknown	unknown	unknown
ASV6783	unknown	unknown	unknown	unknown	unknown
ASV6784	unknown	unknown	unknown	unknown	unknown
ASV6785	unknown	unknown	unknown	unknown	unknown
ASV6786	unknown	unknown	unknown	unknown	unknown
ASV6787	unknown	unknown	unknown	unknown	unknown
ASV6788	unknown	unknown	unknown	unknown	unknown
ASV6789	unknown	unknown	unknown	unknown	unknown
ASV6790	unknown	unknown	unknown	unknown	unknown
ASV6791	unknown	unknown	unknown	unknown	unknown
ASV6792	unknown	unknown	unknown	unknown	unknown
ASV6793	unknown	unknown	unknown	unknown	unknown
ASV6794	unknown	unknown	unknown	unknown	unknown
ASV6795	unknown	unknown	unknown	unknown	unknown
ASV6796	unknown	unknown	unknown	unknown	unknown
ASV6797	unknown	unknown	unknown	unknown	unknown
ASV6798	unknown	unknown	unknown	unknown	unknown
ASV6799	unknown	unknown	unknown	unknown	unknown
ASV6800	unknown	unknown	unknown	unknown	unknown
ASV6801	unknown	unknown	unknown	unknown	unknown
ASV6802	unknown	unknown	unknown	unknown	unknown
ASV6803	unknown	unknown	unknown	unknown	unknown
ASV6804	unknown	unknown	unknown	unknown	unknown
ASV6805	unknown	unknown	unknown	unknown	unknown
ASV6806	unknown	unknown	unknown	unknown	unknown
ASV6807	unknown	unknown	unknown	unknown	unknown
ASV6808	unknown	unknown	unknown	unknown	unknown
ASV6809	unknown	unknown	unknown	unknown	unknown
ASV6810	unknown	unknown	unknown	unknown	unknown
ASV6811	unknown	unknown	unknown	unknown	unknown
ASV6812	unknown	unknown	unknown	unknown	unknown
ASV6813	unknown	unknown	unknown	unknown	unknown
ASV6814	unknown	unknown	unknown	unknown	unknown
ASV6815	unknown	unknown	unknown	unknown	unknown
ASV6816	unknown	unknown	unknown	unknown	unknown
ASV6817	unknown	unknown	unknown	unknown	unknown
ASV6818	unknown	unknown	unknown	unknown	unknown
ASV6819	unknown	unknown	unknown	unknown	unknown
ASV6820	unknown	unknown	unknown	unknown	unknown
ASV6821	unknown	unknown	unknown	unknown	unknown
ASV6822	unknown	unknown	unknown	unknown	unknown
ASV6823	unknown	unknown	unknown	unknown	unknown
ASV6824	unknown	unknown	unknown	unknown	unknown
ASV6825	unknown	unknown	unknown	unknown	unknown
ASV6826	unknown	unknown	unknown	unknown	unknown
ASV6827	unknown	unknown	unknown	unknown	unknown
ASV6828	unknown	unknown	unknown	unknown	unknown
ASV6829	unknown	unknown	unknown	unknown	unknown
ASV6830	unknown	unknown	unknown	unknown	unknown
ASV6831	unknown	unknown	unknown	unknown	unknown
ASV6832	unknown	unknown	unknown	unknown	unknown
ASV6833	unknown	unknown	unknown	unknown	unknown
ASV6834	unknown	unknown	unknown	unknown	unknown
ASV6835	unknown	unknown	unknown	unknown	unknown
ASV6836	yes	anaerobe	negative	unknown	unknown
ASV6837	unknown	unknown	unknown	unknown	unknown
ASV6838	unknown	unknown	unknown	unknown	unknown
ASV6839	unknown	unknown	unknown	unknown	unknown
ASV6840	unknown	unknown	unknown	unknown	unknown
ASV6841	unknown	unknown	unknown	unknown	unknown
ASV6842	unknown	unknown	unknown	unknown	unknown
ASV6843	unknown	unknown	unknown	unknown	unknown
ASV6844	unknown	unknown	unknown	unknown	unknown
ASV6845	yes	anaerobe	unknown	unknown	unknown
ASV6846	unknown	unknown	unknown	unknown	unknown
ASV6847	unknown	unknown	unknown	unknown	unknown
ASV6848	yes	anaerobe	unknown	unknown	unknown
ASV6849	unknown	unknown	unknown	unknown	unknown
ASV6850	unknown	unknown	unknown	unknown	unknown
ASV6851	unknown	unknown	unknown	unknown	unknown
ASV6852	unknown	unknown	unknown	unknown	unknown
ASV6853	unknown	unknown	unknown	unknown	unknown
ASV6854	unknown	unknown	unknown	unknown	unknown
ASV6855	unknown	unknown	unknown	unknown	unknown
ASV6856	yes	anaerobe	unknown	unknown	unknown
ASV6857	unknown	unknown	unknown	unknown	unknown
ASV6858	unknown	unknown	unknown	unknown	unknown
ASV6859	unknown	unknown	unknown	unknown	unknown
ASV6860	unknown	unknown	unknown	unknown	unknown
ASV6861	unknown	unknown	unknown	unknown	unknown
ASV6862	unknown	unknown	unknown	unknown	unknown
ASV6863	unknown	unknown	unknown	unknown	unknown
ASV6864	unknown	unknown	unknown	unknown	unknown
ASV6865	unknown	unknown	unknown	unknown	unknown
ASV6866	unknown	unknown	unknown	unknown	unknown
ASV6867	yes	anaerobe	unknown	unknown	unknown
ASV6868	unknown	unknown	unknown	unknown	unknown
ASV6869	unknown	unknown	unknown	unknown	unknown
ASV6870	unknown	unknown	unknown	unknown	unknown
ASV6871	yes	unknown	unknown	unknown	unknown
ASV6872	unknown	unknown	unknown	unknown	unknown
ASV6873	unknown	unknown	unknown	unknown	unknown
ASV6874	unknown	unknown	unknown	unknown	unknown
ASV6875	unknown	unknown	unknown	unknown	unknown
ASV6876	unknown	unknown	unknown	unknown	unknown
ASV6877	unknown	unknown	unknown	unknown	unknown
ASV6878	unknown	unknown	unknown	unknown	unknown
ASV6879	unknown	unknown	unknown	unknown	unknown
ASV6880	unknown	unknown	unknown	unknown	unknown
ASV6881	unknown	unknown	unknown	unknown	unknown
ASV6882	unknown	unknown	unknown	unknown	unknown
ASV6883	unknown	unknown	unknown	unknown	unknown
ASV6884	unknown	unknown	unknown	unknown	unknown
ASV6885	unknown	unknown	unknown	unknown	unknown
ASV6886	unknown	unknown	unknown	unknown	unknown
ASV6887	unknown	unknown	unknown	unknown	unknown
ASV6888	unknown	unknown	unknown	unknown	unknown
ASV6889	unknown	unknown	unknown	unknown	unknown
ASV6890	unknown	unknown	unknown	unknown	unknown
ASV6891	unknown	unknown	unknown	unknown	unknown
ASV6892	unknown	unknown	unknown	unknown	unknown
ASV6893	unknown	unknown	unknown	unknown	unknown
ASV6894	unknown	unknown	unknown	unknown	unknown
ASV6895	unknown	unknown	unknown	unknown	unknown
ASV6896	unknown	unknown	unknown	unknown	unknown
ASV6897	unknown	unknown	unknown	unknown	unknown
ASV6898	unknown	unknown	unknown	unknown	unknown
ASV6899	unknown	unknown	unknown	unknown	unknown
ASV6900	unknown	unknown	unknown	unknown	unknown
ASV6901	unknown	unknown	unknown	unknown	unknown
ASV6902	unknown	unknown	unknown	unknown	unknown
ASV6903	unknown	unknown	unknown	unknown	unknown
ASV6904	unknown	unknown	unknown	unknown	unknown
ASV6905	unknown	unknown	unknown	unknown	unknown
ASV6906	unknown	unknown	unknown	unknown	unknown
ASV6907	unknown	unknown	unknown	unknown	unknown
ASV6908	unknown	unknown	unknown	unknown	unknown
ASV6909	unknown	unknown	unknown	unknown	unknown
ASV6910	unknown	unknown	unknown	unknown	unknown
ASV6911	unknown	unknown	unknown	unknown	unknown
ASV6912	unknown	unknown	unknown	unknown	unknown
ASV6913	unknown	unknown	unknown	unknown	unknown
ASV6914	unknown	unknown	unknown	unknown	unknown
ASV6915	unknown	unknown	unknown	unknown	unknown
ASV6916	unknown	unknown	unknown	unknown	unknown
ASV6917	unknown	unknown	unknown	unknown	unknown
ASV6918	unknown	unknown	unknown	unknown	unknown
ASV6919	unknown	unknown	unknown	unknown	unknown
ASV6920	unknown	unknown	unknown	unknown	unknown
ASV6921	unknown	unknown	unknown	unknown	unknown
ASV6922	unknown	unknown	unknown	unknown	unknown
ASV6923	yes	anaerobe	unknown	unknown	unknown
ASV6924	unknown	unknown	unknown	unknown	unknown
ASV6925	unknown	unknown	unknown	unknown	unknown
ASV6926	unknown	unknown	unknown	unknown	unknown
ASV6927	unknown	unknown	unknown	unknown	unknown
ASV6928	unknown	unknown	unknown	unknown	unknown
ASV6929	unknown	unknown	unknown	unknown	unknown
ASV6930	unknown	unknown	unknown	unknown	unknown
ASV6931	no	unknown	unknown	unknown	unknown
ASV6932	unknown	unknown	unknown	unknown	unknown
ASV6933	unknown	unknown	unknown	unknown	unknown
ASV6934	unknown	unknown	unknown	unknown	unknown
ASV6935	unknown	unknown	unknown	unknown	unknown
ASV6936	unknown	unknown	unknown	unknown	unknown
ASV6937	unknown	unknown	unknown	unknown	unknown
ASV6938	unknown	unknown	unknown	unknown	unknown
ASV6939	unknown	unknown	unknown	unknown	unknown
ASV6940	unknown	unknown	unknown	unknown	unknown
ASV6941	unknown	unknown	unknown	unknown	unknown
ASV6942	unknown	unknown	unknown	unknown	unknown
ASV6943	unknown	unknown	unknown	unknown	unknown
ASV6944	yes	anaerobe	positive	unknown	no
ASV6945	unknown	unknown	unknown	unknown	unknown
ASV6946	unknown	unknown	unknown	unknown	unknown
ASV6947	unknown	unknown	unknown	unknown	unknown
ASV6948	unknown	unknown	unknown	unknown	unknown
ASV6949	unknown	unknown	unknown	unknown	unknown
ASV6950	unknown	unknown	unknown	unknown	unknown
ASV6951	yes	anaerobe	unknown	unknown	unknown
ASV6952	unknown	unknown	unknown	unknown	unknown
ASV6953	unknown	unknown	unknown	unknown	unknown
ASV6954	unknown	unknown	unknown	unknown	unknown
ASV6955	unknown	unknown	unknown	unknown	unknown
ASV6956	unknown	unknown	unknown	unknown	unknown
ASV6957	unknown	unknown	unknown	unknown	unknown
ASV6958	unknown	unknown	unknown	unknown	unknown
ASV6959	unknown	unknown	unknown	unknown	unknown
ASV6960	unknown	unknown	unknown	unknown	unknown
ASV6961	unknown	unknown	unknown	unknown	unknown
ASV6962	unknown	unknown	unknown	unknown	unknown
ASV6963	unknown	unknown	unknown	unknown	unknown
ASV6964	unknown	unknown	unknown	unknown	unknown
ASV6965	unknown	unknown	unknown	unknown	unknown
ASV6966	unknown	unknown	unknown	unknown	unknown
ASV6967	unknown	unknown	unknown	unknown	unknown
ASV6968	unknown	unknown	unknown	unknown	unknown
ASV6969	unknown	unknown	unknown	unknown	unknown
ASV6970	unknown	unknown	unknown	unknown	unknown
ASV6971	unknown	unknown	unknown	unknown	unknown
ASV6972	unknown	unknown	unknown	unknown	unknown
ASV6973	unknown	unknown	unknown	unknown	unknown
ASV6974	unknown	unknown	unknown	unknown	unknown
ASV6975	unknown	unknown	unknown	unknown	unknown
ASV6976	unknown	unknown	unknown	unknown	unknown
ASV6977	unknown	unknown	unknown	unknown	unknown
ASV6978	unknown	unknown	unknown	unknown	unknown
ASV6979	unknown	unknown	unknown	unknown	unknown
ASV6980	unknown	unknown	unknown	unknown	unknown
ASV6981	unknown	unknown	unknown	unknown	unknown
ASV6982	unknown	unknown	unknown	unknown	unknown
ASV6983	unknown	unknown	unknown	unknown	unknown
ASV6984	unknown	unknown	unknown	unknown	unknown
ASV6985	unknown	unknown	unknown	unknown	unknown
ASV6986	unknown	unknown	unknown	unknown	unknown
ASV6987	unknown	unknown	unknown	unknown	unknown
ASV6988	unknown	unknown	unknown	unknown	unknown
ASV6989	unknown	unknown	unknown	unknown	unknown
ASV6990	unknown	unknown	unknown	unknown	unknown
ASV6991	unknown	unknown	unknown	unknown	unknown
ASV6992	unknown	unknown	unknown	unknown	unknown
ASV6993	unknown	unknown	unknown	unknown	unknown
ASV6994	unknown	unknown	unknown	unknown	unknown
ASV6995	unknown	unknown	unknown	unknown	unknown
ASV6996	unknown	unknown	unknown	unknown	unknown
ASV6997	unknown	unknown	unknown	unknown	unknown
ASV6998	unknown	unknown	unknown	unknown	unknown
ASV6999	unknown	unknown	unknown	unknown	unknown
ASV7000	unknown	unknown	unknown	unknown	unknown
ASV7001	unknown	unknown	unknown	unknown	unknown
ASV7002	unknown	unknown	unknown	unknown	unknown
ASV7003	unknown	unknown	unknown	unknown	unknown
ASV7004	unknown	unknown	unknown	unknown	unknown
ASV7005	unknown	unknown	unknown	unknown	unknown
ASV7006	unknown	unknown	unknown	unknown	unknown
ASV7007	unknown	unknown	unknown	unknown	unknown
ASV7008	unknown	unknown	unknown	unknown	unknown
ASV7009	unknown	unknown	unknown	unknown	unknown
ASV7010	unknown	unknown	unknown	unknown	unknown
ASV7011	unknown	unknown	unknown	unknown	unknown
ASV7012	unknown	unknown	unknown	unknown	unknown
ASV7013	unknown	unknown	unknown	unknown	unknown
ASV7014	unknown	unknown	unknown	unknown	unknown
ASV7015	unknown	unknown	unknown	unknown	unknown
ASV7016	unknown	unknown	unknown	unknown	unknown
ASV7017	unknown	unknown	unknown	unknown	unknown
ASV7018	unknown	unknown	unknown	unknown	unknown
ASV7019	unknown	unknown	unknown	unknown	unknown
ASV7020	unknown	unknown	unknown	unknown	unknown
ASV7021	unknown	unknown	unknown	unknown	unknown
ASV7022	unknown	unknown	unknown	unknown	unknown
ASV7023	unknown	unknown	unknown	unknown	unknown
ASV7024	unknown	unknown	unknown	unknown	unknown
ASV7025	unknown	unknown	unknown	unknown	unknown
ASV7026	unknown	unknown	unknown	unknown	unknown
ASV7027	unknown	unknown	unknown	unknown	unknown
ASV7028	unknown	unknown	unknown	unknown	unknown
ASV7029	unknown	unknown	unknown	unknown	unknown
ASV7030	unknown	unknown	unknown	unknown	unknown
ASV7031	unknown	unknown	unknown	unknown	unknown
ASV7032	unknown	unknown	unknown	unknown	unknown
ASV7033	unknown	unknown	unknown	unknown	unknown
ASV7034	unknown	unknown	unknown	unknown	unknown
ASV7035	unknown	unknown	unknown	unknown	unknown
ASV7036	unknown	unknown	unknown	unknown	unknown
ASV7037	unknown	unknown	unknown	unknown	unknown
ASV7038	unknown	unknown	unknown	unknown	unknown
ASV7039	unknown	unknown	unknown	unknown	unknown
ASV7040	no	unknown	unknown	unknown	unknown
ASV7041	unknown	unknown	unknown	unknown	unknown
ASV7042	unknown	unknown	unknown	unknown	unknown
ASV7043	unknown	unknown	unknown	unknown	unknown
ASV7044	unknown	unknown	unknown	unknown	unknown
ASV7045	unknown	unknown	unknown	unknown	unknown
ASV7046	unknown	unknown	unknown	unknown	unknown
ASV7047	unknown	unknown	unknown	unknown	unknown
ASV7048	yes	unknown	unknown	unknown	unknown
ASV7049	unknown	unknown	unknown	unknown	unknown
ASV7050	unknown	unknown	unknown	unknown	unknown
ASV7051	unknown	unknown	unknown	unknown	unknown
ASV7052	unknown	unknown	unknown	unknown	unknown
ASV7053	unknown	unknown	unknown	unknown	unknown
ASV7054	unknown	unknown	unknown	unknown	unknown
ASV7055	unknown	unknown	unknown	unknown	unknown
ASV7056	unknown	unknown	unknown	unknown	unknown
ASV7057	unknown	unknown	unknown	unknown	unknown
ASV7058	unknown	unknown	unknown	unknown	unknown
ASV7059	unknown	unknown	unknown	unknown	unknown
ASV7060	unknown	unknown	unknown	unknown	unknown
ASV7061	unknown	unknown	unknown	unknown	unknown
ASV7062	unknown	unknown	unknown	unknown	unknown
ASV7063	unknown	unknown	unknown	unknown	unknown
ASV7064	yes	unknown	unknown	unknown	unknown
ASV7065	unknown	unknown	unknown	unknown	unknown
ASV7066	unknown	unknown	unknown	unknown	unknown
ASV7067	unknown	unknown	unknown	unknown	unknown
ASV7068	unknown	unknown	unknown	unknown	unknown
ASV7069	unknown	unknown	unknown	unknown	unknown
ASV7070	unknown	unknown	unknown	unknown	unknown
ASV7071	unknown	unknown	unknown	unknown	unknown
ASV7072	unknown	unknown	unknown	unknown	unknown
ASV7073	unknown	unknown	unknown	unknown	unknown
ASV7074	unknown	unknown	unknown	unknown	unknown
ASV7075	unknown	unknown	unknown	unknown	unknown
ASV7076	unknown	unknown	unknown	unknown	unknown
ASV7077	unknown	unknown	unknown	unknown	unknown
ASV7078	unknown	unknown	unknown	unknown	unknown
ASV7079	unknown	unknown	unknown	unknown	unknown
ASV7080	unknown	unknown	unknown	unknown	unknown
ASV7081	unknown	unknown	unknown	unknown	unknown
ASV7082	unknown	unknown	unknown	unknown	unknown
ASV7083	unknown	unknown	unknown	unknown	unknown
ASV7084	unknown	unknown	unknown	unknown	unknown
ASV7085	unknown	unknown	unknown	unknown	unknown
ASV7086	unknown	unknown	unknown	unknown	unknown
ASV7087	unknown	unknown	unknown	unknown	unknown
ASV7088	unknown	unknown	unknown	unknown	unknown
ASV7089	unknown	unknown	unknown	unknown	unknown
ASV7090	unknown	unknown	unknown	unknown	unknown
ASV7091	unknown	unknown	unknown	unknown	unknown
ASV7092	unknown	unknown	unknown	unknown	unknown
ASV7093	unknown	unknown	unknown	unknown	unknown
ASV7094	unknown	unknown	unknown	unknown	unknown
ASV7095	unknown	unknown	unknown	unknown	unknown
ASV7096	unknown	unknown	unknown	unknown	unknown
ASV7097	unknown	unknown	unknown	unknown	unknown
ASV7098	unknown	unknown	unknown	unknown	unknown
ASV7099	unknown	unknown	unknown	unknown	unknown
ASV7100	unknown	unknown	unknown	unknown	unknown
ASV7101	unknown	unknown	unknown	unknown	unknown
ASV7102	unknown	unknown	unknown	unknown	unknown
ASV7103	unknown	unknown	unknown	unknown	unknown
ASV7104	unknown	unknown	unknown	unknown	unknown
ASV7105	unknown	unknown	unknown	unknown	unknown
ASV7106	unknown	unknown	unknown	unknown	unknown
ASV7107	unknown	unknown	unknown	unknown	unknown
ASV7108	unknown	unknown	unknown	unknown	unknown
ASV7109	unknown	unknown	unknown	unknown	unknown
ASV7110	unknown	unknown	unknown	unknown	unknown
ASV7111	unknown	unknown	unknown	unknown	unknown
ASV7112	unknown	unknown	unknown	unknown	unknown
ASV7113	unknown	unknown	unknown	unknown	unknown
ASV7114	unknown	unknown	unknown	unknown	unknown
ASV7115	unknown	unknown	unknown	unknown	unknown
ASV7116	unknown	unknown	unknown	unknown	unknown
ASV7117	unknown	unknown	unknown	unknown	unknown
ASV7118	yes	unknown	unknown	unknown	unknown
ASV7119	unknown	unknown	unknown	unknown	unknown
ASV7120	unknown	unknown	unknown	unknown	unknown
ASV7121	unknown	unknown	unknown	unknown	unknown
ASV7122	unknown	unknown	unknown	unknown	unknown
ASV7123	unknown	unknown	unknown	unknown	unknown
ASV7124	unknown	unknown	unknown	unknown	unknown
ASV7125	unknown	unknown	unknown	unknown	unknown
ASV7126	unknown	unknown	unknown	unknown	unknown
ASV7127	unknown	unknown	unknown	unknown	unknown
